,e1,e2,intensity
RICTOR<->SMN,RICTOR,SMN,0.005524271728019899
CDA<->GDA,CDA,GDA,0.005524271728019899
ARCH<->TXN,ARCH,TXN,0.005524271728019899
MENT<->PAM,MENT,PAM,0.005524271728019899
CEL<->TRIO,CEL,TRIO,0.005524271728019899
AGT<->TNR,AGT,TNR,0.005524271728019899
ASS<->ATIII,ASS,ATIII,0.005524271728019899
CEL<->TRE,CEL,TRE,0.005524271728019899
RRAD<->SET,RRAD,SET,0.005524271728019899
RICTOR<->SI,RICTOR,SI,0.005524271728019899
ASS<->CEBPD,ASS,CEBPD,0.005524271728019899
CEL<->MTE,CEL,MTE,0.005524271728019899
CEA<->NBN,CEA,NBN,0.005524271728019899
GPCR<->RRAD,GPCR,RRAD,0.005524271728019899
HEEL<->TNR,HEEL,TNR,0.005524271728019899
EED<->VIM,EED,VIM,0.005524271728019899
RICTOR<->SET,RICTOR,SET,0.005524271728019899
MENT<->ORF,MENT,ORF,0.005524271728019899
RICTOR<->SON,RICTOR,SON,0.005524271728019899
CIR<->PIR,CIR,PIR,0.005524271728019899
RICTOR<->SPIN,RICTOR,SPIN,0.005524271728019899
CELL<->FKHR,CELL,FKHR,0.005524271728019899
FGA<->PRO,FGA,PRO,0.005524271728019899
RICTOR<->SRR,RICTOR,SRR,0.005524271728019899
CCK<->XB,CCK,XB,0.005524271728019899
ATF<->JUN,ATF,JUN,0.005524271728019899
CW<->MALL,CW,MALL,0.005524271728019899
CEA<->ELL,CEA,ELL,0.005524271728019899
BHMT<->TNR,BHMT,TNR,0.005524271728019899
MENT<->MLL,MENT,MLL,0.005524271728019899
NCSTN<->VIM,NCSTN,VIM,0.005524271728019899
ELL<->HGF,ELL,HGF,0.005524271728019899
CDA<->GAN,CDA,GAN,0.005524271728019899
CELL<->GAN,CELL,GAN,0.005524271728019899
CCK<->GDA,CCK,GDA,0.005524271728019899
ELL<->ITPA,ELL,ITPA,0.005524271728019899
CEL<->PC,CEL,PC,0.005524271728019899
CCK<->FKHR,CCK,FKHR,0.005524271728019899
BLM<->DBP,BLM,DBP,0.005524271728019899
CBP<->LAT,CBP,LAT,0.005524271728019899
GPCR<->RICTOR,GPCR,RICTOR,0.005524271728019899
HBM<->TNR,HBM,TNR,0.005524271728019899
BPI<->TTL,BPI,TTL,0.005524271728019899
BID<->HUD,BID,HUD,0.005524271728019899
MENT<->PDC,MENT,PDC,0.005524271728019899
RICTOR<->SCT,RICTOR,SCT,0.005524271728019899
RICTOR<->SCL,RICTOR,SCL,0.005524271728019899
RRAD<->SCD,RRAD,SCD,0.005524271728019899
RICTOR<->SCD,RICTOR,SCD,0.005524271728019899
EGF<->TNR,EGF,TNR,0.005524271728019899
BID<->HEXA,BID,HEXA,0.005524271728019899
CCK<->HEX,CCK,HEX,0.005524271728019899
RICTOR<->SAT,RICTOR,SAT,0.005524271728019899
RRAD<->SCL,RRAD,SCL,0.005524271728019899
RRAD<->SCT,RRAD,SCT,0.005524271728019899
CDA<->GGH,CDA,GGH,0.005524271728019899
ASS<->DCC,ASS,DCC,0.005524271728019899
CEL<->TPA,CEL,TPA,0.005524271728019899
CELL<->HEXA,CELL,HEXA,0.005524271728019899
CEL<->MRP,CEL,MRP,0.005524271728019899
RRAD<->S,RRAD,S,0.005524271728019899
MENT<->MHC,MENT,MHC,0.005524271728019899
CCK<->FGA,CCK,FGA,0.005524271728019899
CEL<->MSC,CEL,MSC,0.005524271728019899
HBM<->PIR,HBM,PIR,0.005524271728019899
ASS<->GAN,ASS,GAN,0.005524271728019899
GGH<->GLA,GGH,GLA,0.005524271728019899
ENV<->HLA,ENV,HLA,0.005524271728019899
NCSTN<->UNKNOWN,NCSTN,UNKNOWN,0.005524271728019899
EGF<->MENT,EGF,MENT,0.005524271728019899
EED<->UNKNOWN,EED,UNKNOWN,0.005524271728019899
LOX<->RICTOR,LOX,RICTOR,0.005524271728019899
FGA<->UNKNOWN,FGA,UNKNOWN,0.005524271728019899
BHMT<->ELL,BHMT,ELL,0.005524271728019899
ELL<->HEEL,ELL,HEEL,0.005524271728019899
BLM<->CW,BLM,CW,0.005524271728019899
ENV<->HGF,ENV,HGF,0.005524271728019899
MENT<->PC,MENT,PC,0.005524271728019899
CEA<->DCC,CEA,DCC,0.005524271728019899
CW<->TESMIN,CW,TESMIN,0.005524271728019899
ENV<->JUN,ENV,JUN,0.005524271728019899
CEBPD<->EGF,CEBPD,EGF,0.005524271728019899
CCK<->SAG,CCK,SAG,0.005524271728019899
AID<->RRAD,AID,RRAD,0.005524271728019899
CEL<->CF,CEL,CF,0.005524271728019899
EGFR<->FAP,EGFR,FAP,0.005524271728019899
MAF<->PIR,MAF,PIR,0.005524271728019899
CEBPD<->NOV,CEBPD,NOV,0.005524271728019899
MET<->TXN,MET,TXN,0.005524271728019899
GRN<->UNKNOWN,GRN,UNKNOWN,0.005524271728019899
ARNT<->TG,ARNT,TG,0.005524271728019899
TIE<->VIM,TIE,VIM,0.005524271728019899
CEL<->CELL,CEL,CELL,0.005524271728019899
CEBPD<->ZNF,CEBPD,ZNF,0.005524271728019899
EMB<->POLI,EMB,POLI,0.005524271728019899
CEBPD<->ZA,CEBPD,ZA,0.005524271728019899
CCK<->NMI,CCK,NMI,0.005524271728019899
CEBPD<->NRM,CEBPD,NRM,0.005524271728019899
NCSTN<->NOV,NCSTN,NOV,0.005524271728019899
MET<->VCAN,MET,VCAN,0.005524271728019899
TIE<->UNKNOWN,TIE,UNKNOWN,0.005524271728019899
ELL<->SI,ELL,SI,0.005524271728019899
EGFR<->FKHR,EGFR,FKHR,0.005524271728019899
LU<->TNR,LU,TNR,0.005524271728019899
SDHD<->TPA,SDHD,TPA,0.005524271728019899
CW<->EED,CW,EED,0.005524271728019899
BID<->EED,BID,EED,0.005524271728019899
TIE<->XG,TIE,XG,0.005524271728019899
FH<->GAN,FH,GAN,0.005524271728019899
EED<->MVD,EED,MVD,0.005524271728019899
FGA<->TPA,FGA,TPA,0.005524271728019899
GRN<->WHITE,GRN,WHITE,0.005524271728019899
CEBPD<->NET,CEBPD,NET,0.005524271728019899
EBP<->PGP,EBP,PGP,0.005524271728019899
SCT<->VCAN,SCT,VCAN,0.005524271728019899
LU<->RICTOR,LU,RICTOR,0.005524271728019899
ATF<->BID,ATF,BID,0.005524271728019899
ARNT<->LYN,ARNT,LYN,0.005524271728019899
LU<->RRAD,LU,RRAD,0.005524271728019899
BID<->DIVA,BID,DIVA,0.005524271728019899
ARNT<->MAX,ARNT,MAX,0.005524271728019899
BID<->FOV,BID,FOV,0.005524271728019899
ELL<->SCD,ELL,SCD,0.005524271728019899
CEBPD<->NGF,CEBPD,NGF,0.005524271728019899
EMB<->PROTHROMBIN,EMB,PROTHROMBIN,0.005524271728019899
CEBPD<->NODAL,CEBPD,NODAL,0.005524271728019899
ATF<->BCR,ATF,BCR,0.005524271728019899
HD<->XK,HD,XK,0.005524271728019899
TIE<->ZNF,TIE,ZNF,0.005524271728019899
MET<->TRA,MET,TRA,0.005524271728019899
SCT<->XK,SCT,XK,0.005524271728019899
CBP<->VIM,CBP,VIM,0.005524271728019899
EGFR<->EPO,EGFR,EPO,0.005524271728019899
SDHD<->TPR,SDHD,TPR,0.005524271728019899
MAL<->SAG,MAL,SAG,0.005524271728019899
CEBPD<->NTM,CEBPD,NTM,0.005524271728019899
ARNT<->MPO,ARNT,MPO,0.005524271728019899
EED<->MYC,EED,MYC,0.005524271728019899
AFM<->HEXA,AFM,HEXA,0.005524271728019899
BID<->FKHR,BID,FKHR,0.005524271728019899
ELL<->SON,ELL,SON,0.005524271728019899
CEBPD<->PAP,CEBPD,PAP,0.005524271728019899
LYN<->MENT,LYN,MENT,0.005524271728019899
ARNT<->MLL,ARNT,MLL,0.005524271728019899
HD<->TNR,HD,TNR,0.005524271728019899
AID<->PIR,AID,PIR,0.005524271728019899
CEBPD<->PC,CEBPD,PC,0.005524271728019899
EBP<->NBN,EBP,NBN,0.005524271728019899
CEBPD<->PAM,CEBPD,PAM,0.005524271728019899
CEBPD<->PDC,CEBPD,PDC,0.005524271728019899
SI<->XK,SI,XK,0.005524271728019899
CW<->DIVA,CW,DIVA,0.005524271728019899
ARNT<->MRP,ARNT,MRP,0.005524271728019899
ELL<->SPIN,ELL,SPIN,0.005524271728019899
ARNT<->MSC,ARNT,MSC,0.005524271728019899
CBP<->UNKNOWN,CBP,UNKNOWN,0.005524271728019899
CEBPD<->PDF,CEBPD,PDF,0.005524271728019899
ARNT<->MTE,ARNT,MTE,0.005524271728019899
CIC<->DCC,CIC,DCC,0.005524271728019899
SDHD<->ZNF,SDHD,ZNF,0.005524271728019899
NBN<->TEC,NBN,TEC,0.005524271728019899
MB<->RRAD,MB,RRAD,0.005524271728019899
EMB<->MYC,EMB,MYC,0.005524271728019899
SKI<->TCR,SKI,TCR,0.005524271728019899
TIE<->TRIO,TIE,TRIO,0.005524271728019899
ARNT<->TF,ARNT,TF,0.005524271728019899
CEBPD<->XIAP,CEBPD,XIAP,0.005524271728019899
NCA<->XK,NCA,XK,0.005524271728019899
CTSB<->PGF,CTSB,PGF,0.005524271728019899
CEBPD<->ORF,CEBPD,ORF,0.005524271728019899
FGA<->NRM,FGA,NRM,0.005524271728019899
FGA<->NOV,FGA,NOV,0.005524271728019899
ASS<->XK,ASS,XK,0.005524271728019899
CEBPD<->XG,CEBPD,XG,0.005524271728019899
EMB<->MTE,EMB,MTE,0.005524271728019899
TIE<->TPA,TIE,TPA,0.005524271728019899
CF<->HRK,CF,HRK,0.005524271728019899
CW<->SAG,CW,SAG,0.005524271728019899
SKI<->SRR,SKI,SRR,0.005524271728019899
MB<->RICTOR,MB,RICTOR,0.005524271728019899
SKI<->SRC,SKI,SRC,0.005524271728019899
LU<->XK,LU,XK,0.005524271728019899
SKI<->SPIN,SKI,SPIN,0.005524271728019899
SDHD<->XG,SDHD,XG,0.005524271728019899
SKI<->SON,SKI,SON,0.005524271728019899
ATF<->BMF,ATF,BMF,0.005524271728019899
GTT<->ZNF,GTT,ZNF,0.005524271728019899
ELL<->SRR,ELL,SRR,0.005524271728019899
NCSTN<->PC,NCSTN,PC,0.005524271728019899
CEL<->CRP,CEL,CRP,0.005524271728019899
ELL<->REL,ELL,REL,0.005524271728019899
GTT<->TRIO,GTT,TRIO,0.005524271728019899
SCL<->TXN,SCL,TXN,0.005524271728019899
ATF<->DBP,ATF,DBP,0.005524271728019899
TNF<->TXN,TNF,TXN,0.005524271728019899
ARNT<->KIT,ARNT,KIT,0.005524271728019899
CBP<->PRO,CBP,PRO,0.005524271728019899
SCL<->VCAN,SCL,VCAN,0.005524271728019899
EED<->MSC,EED,MSC,0.005524271728019899
CF<->GGH,CF,GGH,0.005524271728019899
CW<->PTP,CW,PTP,0.005524271728019899
ATF<->CW,ATF,CW,0.005524271728019899
CF<->GRN,CF,GRN,0.005524271728019899
CEBPD<->MLL,CEBPD,MLL,0.005524271728019899
GTT<->UNKNOWN,GTT,UNKNOWN,0.005524271728019899
EGF<->XK,EGF,XK,0.005524271728019899
CBP<->PTC,CBP,PTC,0.005524271728019899
BPI<->TF,BPI,TF,0.005524271728019899
CEBPD<->MNT,CEBPD,MNT,0.005524271728019899
CF<->GTT,CF,GTT,0.005524271728019899
CEBPD<->MPI,CEBPD,MPI,0.005524271728019899
ELL<->REST,ELL,REST,0.005524271728019899
GGH<->ZNF,GGH,ZNF,0.005524271728019899
CTSB<->NOV,CTSB,NOV,0.005524271728019899
ARNT<->JUN,ARNT,JUN,0.005524271728019899
CEBPD<->MET,CEBPD,MET,0.005524271728019899
CW<->ENV,CW,ENV,0.005524271728019899
NBN<->SMN,NBN,SMN,0.005524271728019899
MAF<->RICTOR,MAF,RICTOR,0.005524271728019899
BPI<->RD,BPI,RD,0.005524271728019899
CF<->FOV,CF,FOV,0.005524271728019899
NCSTN<->PR,NCSTN,PR,0.005524271728019899
GGH<->XG,GGH,XG,0.005524271728019899
NBN<->SON,NBN,SON,0.005524271728019899
GTT<->TPA,GTT,TPA,0.005524271728019899
CEL<->CW,CEL,CW,0.005524271728019899
GTT<->TPO,GTT,TPO,0.005524271728019899
EMB<->TG,EMB,TG,0.005524271728019899
FGA<->ZNF,FGA,ZNF,0.005524271728019899
CF<->GAN,CF,GAN,0.005524271728019899
FH<->FKHR,FH,FKHR,0.005524271728019899
GLA<->MTRR,GLA,MTRR,0.005524271728019899
SCL<->TNR,SCL,TNR,0.005524271728019899
CBP<->PR,CBP,PR,0.005524271728019899
CF<->GDA,CF,GDA,0.005524271728019899
CEBPD<->MHC,CEBPD,MHC,0.005524271728019899
CEL<->CS,CEL,CS,0.005524271728019899
ELL<->RD,ELL,RD,0.005524271728019899
TNF<->TNR,TNF,TNR,0.005524271728019899
ARNT<->TNF,ARNT,TNF,0.005524271728019899
NCSTN<->PGF,NCSTN,PGF,0.005524271728019899
ATF<->CDA,ATF,CDA,0.005524271728019899
FGA<->LCK,FGA,LCK,0.005524271728019899
EMB<->RHO,EMB,RHO,0.005524271728019899
SCT<->TNR,SCT,TNR,0.005524271728019899
ATF<->CF,ATF,CF,0.005524271728019899
CEBPD<->MTP,CEBPD,MTP,0.005524271728019899
CEL<->CP,CEL,CP,0.005524271728019899
NCSTN<->PDC,NCSTN,PDC,0.005524271728019899
CEBPD<->MTR,CEBPD,MTR,0.005524271728019899
EGFR<->ELL,EGFR,ELL,0.005524271728019899
SKI<->VH,SKI,VH,0.005524271728019899
MAL<->XB,MAL,XB,0.005524271728019899
CEL<->CPD,CEL,CPD,0.005524271728019899
ELL<->S,ELL,S,0.005524271728019899
GTT<->XG,GTT,XG,0.005524271728019899
ATF<->CCK,ATF,CCK,0.005524271728019899
BPI<->TEC,BPI,TEC,0.005524271728019899
CEBPD<->MYC,CEBPD,MYC,0.005524271728019899
SKI<->UNKNOWN,SKI,UNKNOWN,0.005524271728019899
CEL<->COPE,CEL,COPE,0.005524271728019899
CW<->ELL,CW,ELL,0.005524271728019899
CCK<->NPB,CCK,NPB,0.005524271728019899
CF<->HEXA,CF,HEXA,0.005524271728019899
MAL<->RRAD,MAL,RRAD,0.005524271728019899
MET<->TNR,MET,TNR,0.005524271728019899
GTT<->VIM,GTT,VIM,0.005524271728019899
ATF<->COPE,ATF,COPE,0.005524271728019899
GGT<->HEXA,GGT,HEXA,0.005524271728019899
SCT<->SKI,SCT,SKI,0.005524271728019899
LU<->PIR,LU,PIR,0.005524271728019899
ATF<->CPE,ATF,CPE,0.005524271728019899
CEBPD<->MSC,CEBPD,MSC,0.005524271728019899
AID<->SKI,AID,SKI,0.005524271728019899
ELL<->RHD,ELL,RHD,0.005524271728019899
CCK<->MENT,CCK,MENT,0.005524271728019899
CBP<->PURG,CBP,PURG,0.005524271728019899
ELL<->RHO,ELL,RHO,0.005524271728019899
CTSB<->XG,CTSB,XG,0.005524271728019899
MAL<->XK,MAL,XK,0.005524271728019899
MAL<->RICTOR,MAL,RICTOR,0.005524271728019899
CEL<->CPE,CEL,CPE,0.005524271728019899
NANOG<->UNKNOWN,NANOG,UNKNOWN,0.005524271728019899
AID<->HEXA,AID,HEXA,0.005524271728019899
EMB<->SCL,EMB,SCL,0.005524271728019899
EMB<->SCD,EMB,SCD,0.005524271728019899
CEBPD<->MTE,CEBPD,MTE,0.005524271728019899
NBN<->VIM,NBN,VIM,0.005524271728019899
CW<->NPB,CW,NPB,0.005524271728019899
ARNT<->LIM,ARNT,LIM,0.005524271728019899
ELL<->SRC,ELL,SRC,0.005524271728019899
ELL<->SSB,ELL,SSB,0.005524271728019899
CF<->FGA,CF,FGA,0.005524271728019899
EED<->NRM,EED,NRM,0.005524271728019899
ASS<->SKI,ASS,SKI,0.005524271728019899
GLA<->ISCU,GLA,ISCU,0.005524271728019899
TESMIN<->TPA,TESMIN,TPA,0.005524271728019899
MHC<->PIR,MHC,PIR,0.005524271728019899
ARNT<->SRC,ARNT,SRC,0.005524271728019899
TF<->VCAN,TF,VCAN,0.005524271728019899
TESMIN<->TPO,TESMIN,TPO,0.005524271728019899
ARNT<->PREB,ARNT,PREB,0.005524271728019899
ELL<->WASH,ELL,WASH,0.005524271728019899
LYN<->XK,LYN,XK,0.005524271728019899
CEBPD<->SCL,CEBPD,SCL,0.005524271728019899
CEBPD<->SCT,CEBPD,SCT,0.005524271728019899
CTSB<->ZNF,CTSB,ZNF,0.005524271728019899
ELL<->WHITE,ELL,WHITE,0.005524271728019899
FGA<->MVD,FGA,MVD,0.005524271728019899
CF<->PTP,CF,PTP,0.005524271728019899
GGT<->TXN,GGT,TXN,0.005524271728019899
FH<->HRK,FH,HRK,0.005524271728019899
BID<->ENV,BID,ENV,0.005524271728019899
CEBPD<->SI,CEBPD,SI,0.005524271728019899
CF<->NANOG,CF,NANOG,0.005524271728019899
GRN<->REST,GRN,REST,0.005524271728019899
EMB<->GC,EMB,GC,0.005524271728019899
MHC<->TNR,MHC,TNR,0.005524271728019899
ARNT<->POL,ARNT,POL,0.005524271728019899
CEBPD<->TNF,CEBPD,TNF,0.005524271728019899
BPI<->TCR,BPI,TCR,0.005524271728019899
ARNT<->PGR,ARNT,PGR,0.005524271728019899
ELL<->UNKNOWN,ELL,UNKNOWN,0.005524271728019899
HD<->NBN,HD,NBN,0.005524271728019899
SI<->SKI,SI,SKI,0.005524271728019899
CF<->SAG,CF,SAG,0.005524271728019899
SET<->XK,SET,XK,0.005524271728019899
CEBPD<->RHD,CEBPD,RHD,0.005524271728019899
EMB<->HLF,EMB,HLF,0.005524271728019899
CTSB<->PURG,CTSB,PURG,0.005524271728019899
CEBPD<->RHO,CEBPD,RHO,0.005524271728019899
TF<->XK,TF,XK,0.005524271728019899
LYN<->RRAD,LYN,RRAD,0.005524271728019899
CEBPD<->TPA,CEBPD,TPA,0.005524271728019899
CF<->RICTOR,CF,RICTOR,0.005524271728019899
GLA<->LCT,GLA,LCT,0.005524271728019899
EED<->PR,EED,PR,0.005524271728019899
FGA<->MYC,FGA,MYC,0.005524271728019899
ELL<->VH,ELL,VH,0.005524271728019899
EBP<->HEXA,EBP,HEXA,0.005524271728019899
CEBPD<->SCD,CEBPD,SCD,0.005524271728019899
CF<->MTRR,CF,MTRR,0.005524271728019899
LYN<->RICTOR,LYN,RICTOR,0.005524271728019899
CEBPD<->SON,CEBPD,SON,0.005524271728019899
EBP<->GAN,EBP,GAN,0.005524271728019899
CTSB<->REST,CTSB,REST,0.005524271728019899
FH<->HEXA,FH,HEXA,0.005524271728019899
BPI<->S,BPI,S,0.005524271728019899
EED<->PGF,EED,PGF,0.005524271728019899
CF<->NCSTN,CF,NCSTN,0.005524271728019899
ARNT<->SCD,ARNT,SCD,0.005524271728019899
EBP<->EPO,EBP,EPO,0.005524271728019899
CEBPD<->TCR,CEBPD,TCR,0.005524271728019899
TESMIN<->UNKNOWN,TESMIN,UNKNOWN,0.005524271728019899
MHC<->RRAD,MHC,RRAD,0.005524271728019899
GLA<->HEXA,GLA,HEXA,0.005524271728019899
CBP<->TPA,CBP,TPA,0.005524271728019899
ARNT<->SCL,ARNT,SCL,0.005524271728019899
EMB<->ER,EMB,ER,0.005524271728019899
HD<->HEXA,HD,HEXA,0.005524271728019899
MB<->PIR,MB,PIR,0.005524271728019899
MAL<->SMO,MAL,SMO,0.005524271728019899
BPI<->TAT,BPI,TAT,0.005524271728019899
FGA<->MAL,FGA,MAL,0.005524271728019899
MHC<->RICTOR,MHC,RICTOR,0.005524271728019899
ARNT<->SCT,ARNT,SCT,0.005524271728019899
ARNTL<->TF,ARNTL,TF,0.005524271728019899
TESMIN<->VIM,TESMIN,VIM,0.005524271728019899
EBP<->ELL,EBP,ELL,0.005524271728019899
EBP<->FAP,EBP,FAP,0.005524271728019899
TESMIN<->XG,TESMIN,XG,0.005524271728019899
EGFR<->HEXA,EGFR,HEXA,0.005524271728019899
CEBPD<->SRR,CEBPD,SRR,0.005524271728019899
TESMIN<->TRIO,TESMIN,TRIO,0.005524271728019899
CEBPD<->SPIN,CEBPD,SPIN,0.005524271728019899
ELL<->XIAP,ELL,XIAP,0.005524271728019899
GGT<->XK,GGT,XK,0.005524271728019899
ASS<->RRAD,ASS,RRAD,0.005524271728019899
ELL<->ZNF,ELL,ZNF,0.005524271728019899
CEBPD<->SRC,CEBPD,SRC,0.005524271728019899
EED<->PC,EED,PC,0.005524271728019899
EBP<->FKHR,EBP,FKHR,0.005524271728019899
ASS<->RICTOR,ASS,RICTOR,0.005524271728019899
CEBPD<->SSB,CEBPD,SSB,0.005524271728019899
GLA<->GTT,GLA,GTT,0.005524271728019899
EED<->PDC,EED,PDC,0.005524271728019899
AFM<->TNR,AFM,TNR,0.005524271728019899
CEBPD<->TG,CEBPD,TG,0.005524271728019899
CF<->NBN,CF,NBN,0.005524271728019899
TESMIN<->ZNF,TESMIN,ZNF,0.005524271728019899
CEBPD<->TAT,CEBPD,TAT,0.005524271728019899
GLA<->HUD,GLA,HUD,0.005524271728019899
GLA<->HTA,GLA,HTA,0.005524271728019899
BID<->EPO,BID,EPO,0.005524271728019899
LYN<->TNR,LYN,TNR,0.005524271728019899
EMB<->HR,EMB,HR,0.005524271728019899
EED<->NOV,EED,NOV,0.005524271728019899
CF<->ISCU,CF,ISCU,0.005524271728019899
CEBPD<->REST,CEBPD,REST,0.005524271728019899
ASS<->TNR,ASS,TNR,0.005524271728019899
MAL<->SDHD,MAL,SDHD,0.005524271728019899
CEBPD<->PNP,CEBPD,PNP,0.005524271728019899
CEBPD<->POL,CEBPD,POL,0.005524271728019899
CF<->TSLP,CF,TSLP,0.005524271728019899
EGFR<->GAN,EGFR,GAN,0.005524271728019899
ELL<->TF,ELL,TF,0.005524271728019899
CEBPD<->POLI,CEBPD,POLI,0.005524271728019899
FGA<->LRP,FGA,LRP,0.005524271728019899
ELL<->TG,ELL,TG,0.005524271728019899
BID<->FGA,BID,FGA,0.005524271728019899
CF<->TNR,CF,TNR,0.005524271728019899
BID<->ELL,BID,ELL,0.005524271728019899
ARNT<->MYC,ARNT,MYC,0.005524271728019899
SET<->SKI,SET,SKI,0.005524271728019899
GRN<->PRO,GRN,PRO,0.005524271728019899
EMB<->LIM,EMB,LIM,0.005524271728019899
CW<->RICTOR,CW,RICTOR,0.005524271728019899
GGT<->RICTOR,GGT,RICTOR,0.005524271728019899
CEBPD<->PR,CEBPD,PR,0.005524271728019899
ELL<->TNF,ELL,TNF,0.005524271728019899
CF<->TIE,CF,TIE,0.005524271728019899
GGT<->RRAD,GGT,RRAD,0.005524271728019899
CF<->TXN,CF,TXN,0.005524271728019899
EMB<->LYN,EMB,LYN,0.005524271728019899
CEBPD<->PNN,CEBPD,PNN,0.005524271728019899
NCA<->RICTOR,NCA,RICTOR,0.005524271728019899
CW<->RRAD,CW,RRAD,0.005524271728019899
BF<->RICTOR,BF,RICTOR,0.005524271728019899
GGT<->PIR,GGT,PIR,0.005524271728019899
GRN<->PR,GRN,PR,0.005524271728019899
CW<->DCC,CW,DCC,0.005524271728019899
EED<->REST,EED,REST,0.005524271728019899
CEBPD<->VIM,CEBPD,VIM,0.005524271728019899
CF<->XK,CF,XK,0.005524271728019899
CEBPD<->VH,CEBPD,VH,0.005524271728019899
CW<->NBN,CW,NBN,0.005524271728019899
ASS<->TXN,ASS,TXN,0.005524271728019899
HD<->RICTOR,HD,RICTOR,0.005524271728019899
CF<->XB,CF,XB,0.005524271728019899
CW<->DBT,CW,DBT,0.005524271728019899
CCK<->MMD,CCK,MMD,0.005524271728019899
CF<->LCT,CF,LCT,0.005524271728019899
CEBPD<->PK,CEBPD,PK,0.005524271728019899
CCK<->NCSTN,CCK,NCSTN,0.005524271728019899
MAL<->TSLP,MAL,TSLP,0.005524271728019899
CEBPD<->PML,CEBPD,PML,0.005524271728019899
NCA<->RRAD,NCA,RRAD,0.005524271728019899
HD<->RRAD,HD,RRAD,0.005524271728019899
LYN<->PIR,LYN,PIR,0.005524271728019899
CEBPD<->PREB,CEBPD,PREB,0.005524271728019899
CEBPD<->TST,CEBPD,TST,0.005524271728019899
ELL<->TRO,ELL,TRO,0.005524271728019899
CEBPD<->TRIO,CEBPD,TRIO,0.005524271728019899
ARNT<->PDC,ARNT,PDC,0.005524271728019899
ELL<->TRE,ELL,TRE,0.005524271728019899
CBP<->TRIO,CBP,TRIO,0.005524271728019899
CEBPD<->TRE,CEBPD,TRE,0.005524271728019899
ELL<->TRIO,ELL,TRIO,0.005524271728019899
CF<->SKI,CF,SKI,0.005524271728019899
MAL<->TNR,MAL,TNR,0.005524271728019899
MAL<->TIE,MAL,TIE,0.005524271728019899
CTSB<->PTC,CTSB,PTC,0.005524271728019899
CCK<->NBC,CCK,NBC,0.005524271728019899
TG<->VCAN,TG,VCAN,0.005524271728019899
ELL<->TTL,ELL,TTL,0.005524271728019899
EED<->PRO,EED,PRO,0.005524271728019899
GRN<->PURG,GRN,PURG,0.005524271728019899
CEBPD<->TPR,CEBPD,TPR,0.005524271728019899
MAL<->TESMIN,MAL,TESMIN,0.005524271728019899
CW<->NCSTN,CW,NCSTN,0.005524271728019899
CEBPD<->RD,CEBPD,RD,0.005524271728019899
BPI<->RET,BPI,RET,0.005524271728019899
GGT<->TNR,GGT,TNR,0.005524271728019899
TG<->TNR,TG,TNR,0.005524271728019899
CEBPD<->TRO,CEBPD,TRO,0.005524271728019899
ARNT<->PC,ARNT,PC,0.005524271728019899
NBN<->TNF,NBN,TNF,0.005524271728019899
SI<->TNR,SI,TNR,0.005524271728019899
FGA<->TCR,FGA,TCR,0.005524271728019899
EMB<->LAT,EMB,LAT,0.005524271728019899
ARNT<->NRM,ARNT,NRM,0.005524271728019899
BID<->FAP,BID,FAP,0.005524271728019899
CF<->TESMIN,CF,TESMIN,0.005524271728019899
MHC<->XK,MHC,XK,0.005524271728019899
NBN<->TPA,NBN,TPA,0.005524271728019899
CEBPD<->PRO,CEBPD,PRO,0.005524271728019899
EMB<->KMO,EMB,KMO,0.005524271728019899
ELL<->TPA,ELL,TPA,0.005524271728019899
HD<->PIR,HD,PIR,0.005524271728019899
NCA<->TNR,NCA,TNR,0.005524271728019899
ELL<->TPO,ELL,TPO,0.005524271728019899
CEBPD<->PROLACTIN,CEBPD,PROLACTIN,0.005524271728019899
CEBPD<->PROTHROMBIN,CEBPD,PROTHROMBIN,0.005524271728019899
CCK<->MSN,CCK,MSN,0.005524271728019899
ELL<->TPR,ELL,TPR,0.005524271728019899
ASS<->PIR,ASS,PIR,0.005524271728019899
CEBPD<->PTC,CEBPD,PTC,0.005524271728019899
CEBPD<->PTEN,CEBPD,PTEN,0.005524271728019899
CTSB<->PRO,CTSB,PRO,0.005524271728019899
SET<->TNR,SET,TNR,0.005524271728019899
FGA<->LAT,FGA,LAT,0.005524271728019899
ARNT<->IMPDH,ARNT,IMPDH,0.005524271728019899
BID<->GGH,BID,GGH,0.005524271728019899
CEBPD<->EBP,CEBPD,EBP,0.005524271728019899
SON<->TXN,SON,TXN,0.005524271728019899
GLA<->TNR,GLA,TNR,0.005524271728019899
CIR<->FKHR,CIR,FKHR,0.005524271728019899
ARNTL<->BF,ARNTL,BF,0.005524271728019899
CEL<->GGT,CEL,GGT,0.005524271728019899
GLA<->TIE,GLA,TIE,0.005524271728019899
LRP<->PIR,LRP,PIR,0.005524271728019899
TCR<->VCAN,TCR,VCAN,0.005524271728019899
CCK<->LCT,CCK,LCT,0.005524271728019899
GTT<->MVD,GTT,MVD,0.005524271728019899
MAF<->XK,MAF,XK,0.005524271728019899
CELL<->TNR,CELL,TNR,0.005524271728019899
CEBPD<->ER,CEBPD,ER,0.005524271728019899
BID<->SMO,BID,SMO,0.005524271728019899
CEBPD<->ERG,CEBPD,ERG,0.005524271728019899
GTT<->MYC,GTT,MYC,0.005524271728019899
