,e1,e2,intensity
NGF<->RHD,NGF,RHD,0.29293080103160896
CP<->PAP,CP,PAP,0.29287044356053854
EMB<->TIE,EMB,TIE,0.29284201948823285
GSA<->VEGF,GSA,VEGF,0.29276450901824436
ASPA<->LU,ASPA,LU,0.2927576738260372
HEEL<->PTEN,HEEL,PTEN,0.2927170911489848
ATIII<->CTSB,ATIII,CTSB,0.292686225994941
COMP<->SELL,COMP,SELL,0.29249431875542736
ADA<->HBM,ADA,HBM,0.2924340959219101
ERG<->IK,ERG,IK,0.2924151627960262
LBR<->PROC,LBR,PROC,0.292411313665263
AHR<->ZA,AHR,ZA,0.2923329535819441
ASS<->PK,ASS,PK,0.29228167270143135
ENV<->XB,ENV,XB,0.29211520134985025
HBM<->STAR,HBM,STAR,0.2921048964578095
DST<->PTC,DST,PTC,0.29207021555614
ITPA<->LAT,ITPA,LAT,0.29204565975771435
DIVA<->EED,DIVA,EED,0.29201603578725066
AURKB<->SYK,AURKB,SYK,0.29201060187914546
ATF<->EED,ATF,EED,0.29199603536550534
KERATIN<->RET,KERATIN,RET,0.29188142319527166
LTA<->PRL,LTA,PRL,0.29184327571584556
GA<->WASH,GA,WASH,0.29180749609249595
SHB<->TRE,SHB,TRE,0.2917953866429237
NOG<->TPMT,NOG,TPMT,0.2917660390289616
ACT<->GAL,ACT,GAL,0.291759548112867
MIP<->POLI,MIP,POLI,0.2917533761014086
MCC<->MPO,MCC,MPO,0.29174099573508405
MRP<->TTL,MRP,TTL,0.2917238387502047
ITPA<->TPO,ITPA,TPO,0.29166868047785655
ITPA<->LBR,ITPA,LBR,0.2916594074707177
ENG<->TEC,ENG,TEC,0.29165147128618196
DOHH<->IGHV,DOHH,IGHV,0.291639968967993
PDCL<->SA,PDCL,SA,0.29157303131831136
BAD<->MSC,BAD,MSC,0.29156643064203325
COIL<->ITPA,COIL,ITPA,0.2915405411131378
CEA<->FER,CEA,FER,0.29147368725940603
MIP<->TPO,MIP,TPO,0.291471275232985
MRP<->PRO,MRP,PRO,0.2914183076200338
APC<->TNC,APC,TNC,0.29138203020711506
CIC<->LRP,CIC,LRP,0.29137081315931707
SHMT<->XB,SHMT,XB,0.2913196400746642
MPO<->PGF,MPO,PGF,0.2912567789248328
PTPA<->SAG,PTPA,SAG,0.2912265622657425
GC<->SRC,GC,SRC,0.29117797815680285
NET<->TH,NET,TH,0.29109838457480286
AE<->SCT,AE,SCT,0.2910491575625553
MTAP<->TRO,MTAP,TRO,0.29102055523066683
ALK<->ARNT,ALK,ARNT,0.2909253999515143
CBL<->HEEL,CBL,HEEL,0.2908760718111466
ARCH<->SAT,ARCH,SAT,0.2907910818660259
MUCIN<->VIT,MUCIN,VIT,0.29077398295620577
BID<->PRL,BID,PRL,0.2907695057546435
CNST<->TPR,CNST,TPR,0.2907659377162567
SA<->VIM,SA,VIM,0.2907360372942469
LIM<->RET,LIM,RET,0.2906674252496495
MLN<->NUMB,MLN,NUMB,0.29062305063071725
MTP<->NGF,MTP,NGF,0.2905993734656686
MAG<->SSB,MAG,SSB,0.2905913109450718
GPI<->SCFV,GPI,SCFV,0.29058412894529484
MB<->MPO,MB,MPO,0.2905700588796436
CASK<->NBN,CASK,NBN,0.2905581303685541
GPCR<->MTAP,GPCR,MTAP,0.29055689275512003
TXNIP<->VIT,TXNIP,VIT,0.2904943158314894
ALB<->VIT,ALB,VIT,0.2904890111624052
BF<->GAPDH,BF,GAPDH,0.2904472820139135
CEA<->SAT,CEA,SAT,0.29042679382165737
HEEL<->TPMT,HEEL,TPMT,0.2903814682730098
NCA<->SSB,NCA,SSB,0.2903223923777834
BHMT<->ECD,BHMT,ECD,0.2902915754188053
RD<->SRR,RD,SRR,0.2901915607325781
GPCR<->MUCIN,GPCR,MUCIN,0.2901588068280384
GGT<->TCRG,GGT,TCRG,0.29010415028598613
MMD<->NLN,MMD,NLN,0.290093295472811
MHC<->MYC,MHC,MYC,0.2900579109933699
HEX<->SKI,HEX,SKI,0.2900213491921715
FER<->PFP,FER,PFP,0.2900181175297782
HCST<->XK,HCST,XK,0.29000191081019105
MAX<->PDF,MAX,PDF,0.28999052519713775
AGL<->TRA,AGL,TRA,0.28996183547308013
GCA<->SELL,GCA,SELL,0.2899429766119066
STIL<->TXNIP,STIL,TXNIP,0.28994178022712475
MCC<->VWF,MCC,VWF,0.2899391603335485
GAPDH<->MTOR,GAPDH,MTOR,0.2898917192105901
HPR<->XIAP,HPR,XIAP,0.289879177163466
ITPA<->MNT,ITPA,MNT,0.28986950322861255
ECD<->MTHFR,ECD,MTHFR,0.28986483704748967
ACD<->NOG,ACD,NOG,0.28984805088850596
LBR<->SA,LBR,SA,0.2898312343801401
KERATIN<->TPO,KERATIN,TPO,0.28981830873934433
AGT<->MUCIN,AGT,MUCIN,0.28981362888456463
AMT<->AR,AMT,AR,0.28972140942838936
MALL<->VCAN,MALL,VCAN,0.28967765579575416
MRP<->MUT,MRP,MUT,0.2896632004634735
KERATIN<->MTHFR,KERATIN,MTHFR,0.2896183979789973
BID<->MPI,BID,MPI,0.28961035664537876
ATF<->UCN,ATF,UCN,0.2895457763931199
PBR<->PPL,PBR,PPL,0.2895339451886336
GLA<->VIM,GLA,VIM,0.28950746420994394
COMP<->TANK,COMP,TANK,0.2894830490484545
LU<->MAF,LU,MAF,0.2894594873654127
MIF<->MTHFR,MIF,MTHFR,0.28945891376215027
POL<->TAT,POL,TAT,0.28945118870047387
MLN<->PFP,MLN,PFP,0.2894364547611699
ATM<->MLN,ATM,MLN,0.2894346498662573
CRKL<->SAG,CRKL,SAG,0.28940512073903196
CDA<->KIT,CDA,KIT,0.28938056626242326
MTE<->TPO,MTE,TPO,0.2893353036896966
AHR<->HCR,AHR,HCR,0.28933210957874966
LYN<->VIM,LYN,VIM,0.28931055817406853
CRP<->RD,CRP,RD,0.2892965012628208
DAP<->TYR,DAP,TYR,0.28923573841697897
PDF<->PR,PDF,PR,0.2891257327064202
SSB<->TPMT,SSB,TPMT,0.28911872062878574
BF<->GAA,BF,GAA,0.28911419540457667
LU<->MAX,LU,MAX,0.28908540939898414
MIA<->SMO,MIA,SMO,0.2890723515362499
DIVA<->TNR,DIVA,TNR,0.2890645048878973
MIA<->MMD,MIA,MMD,0.2889971099498169
ECD<->PDCL,ECD,PDCL,0.28895469878811986
HBM<->PRKDC,HBM,PRKDC,0.288909571224006
AFM<->CBL,AFM,CBL,0.28886644667422134
MB<->PDCL,MB,PDCL,0.2888429355748545
CIT<->MAZ,CIT,MAZ,0.288828032714092
CRKL<->NPB,CRKL,NPB,0.2887814343205936
AGA<->HCR,AGA,HCR,0.288779815263273
BAK<->PTEN,BAK,PTEN,0.2887004360973507
FKHR<->LCT,FKHR,LCT,0.28855086933264773
HR<->REL,HR,REL,0.2885303078948955
EGF<->MUCIN,EGF,MUCIN,0.28851755965139936
CNST<->HCR,CNST,HCR,0.2884970064997634
GCG<->PTC,GCG,PTC,0.2884861141239596
ATIII<->MIA,ATIII,MIA,0.28843566108947283
GAA<->MPI,GAA,MPI,0.28838337628137123
EBP<->HEEL,EBP,HEEL,0.2883057645116616
CSK<->PBR,CSK,PBR,0.2882949743983758
HP<->LIF,HP,LIF,0.2882891997848906
NET<->PGF,NET,PGF,0.28821559387353984
ATF<->PREP,ATF,PREP,0.28817103319636733
MRP<->PREB,MRP,PREB,0.2881695018833906
DHFR<->PBR,DHFR,PBR,0.2881530381810235
ER<->PROTHROMBIN,ER,PROTHROMBIN,0.2881199702772482
SAT<->TNC,SAT,TNC,0.288112648164792
REST<->WASH,REST,WASH,0.28810301742266475
PTC<->TPR,PTC,TPR,0.28805609102041513
HAT<->TANK,HAT,TANK,0.2880357005446935
MVD<->PDF,MVD,PDF,0.28796020199376804
ER<->MAF,ER,MAF,0.28794448034820697
CW<->RET,CW,RET,0.287936975059969
GPCR<->VIM,GPCR,VIM,0.287933433021409
CAST<->RAN,CAST,RAN,0.28791300980568885
HPR<->TAT,HPR,TAT,0.287847074940474
CLOCK<->DST,CLOCK,DST,0.28782567992545444
EMB<->PNOC,EMB,PNOC,0.2877207397116344
CAT<->PRKDC,CAT,PRKDC,0.28770288362532376
KERATIN<->SAT,KERATIN,SAT,0.28764930505906644
FER<->FLT,FER,FLT,0.2876091392018734
KY<->PRL,KY,PRL,0.2875054006908932
VIP<->VIT,VIP,VIT,0.2874464016373458
LAT<->MTE,LAT,MTE,0.2874023638791069
GALT<->PBR,GALT,PBR,0.2873901447659805
PK<->S,PK,S,0.28732323119715797
BID<->PTH,BID,PTH,0.28729056224138966
COIL<->FLT,COIL,FLT,0.2871429716465726
GEM<->RELA,GEM,RELA,0.28712294255203175
GRN<->NLN,GRN,NLN,0.28707551129771464
GCL<->TEF,GCL,TEF,0.2870688455344005
EMB<->TNR,EMB,TNR,0.2870180507059734
IGM<->PDC,IGM,PDC,0.2870112876277494
AFM<->IVD,AFM,IVD,0.28692338458450606
HBM<->MYB,HBM,MYB,0.2869141401451115
AFM<->ECD,AFM,ECD,0.28686316603615947
ABO<->GSA,ABO,GSA,0.2868163111783645
GA<->HF,GA,HF,0.2867244558245829
GDA<->NANOG,GDA,NANOG,0.2867133220419203
MNT<->NCA,MNT,NCA,0.2866044018134938
TRE<->VIP,TRE,VIP,0.28657918333573396
VIP<->WAC,VIP,WAC,0.2865712887818214
JUN<->RHO,JUN,RHO,0.286546321654021
IGM<->KIT,IGM,KIT,0.28654308856345023
GLA<->LTA,GLA,LTA,0.2865119712727287
ATM<->MIP,ATM,MIP,0.28647988971669536
DCC<->MENT,DCC,MENT,0.2864667273104662
ACD<->ER,ACD,ER,0.2864356857066169
CPE<->SHB,CPE,SHB,0.28642919406149997
ADC<->XIAP,ADC,XIAP,0.286392592723032
KERATIN<->PROC,KERATIN,PROC,0.2862822006662523
CLOCK<->PTC,CLOCK,PTC,0.28623822524070985
LTA<->VEGF,LTA,VEGF,0.28616544883660505
HLF<->MRP,HLF,MRP,0.28609531198461935
CF<->PGR,CF,PGR,0.2860455023647919
CEA<->ECD,CEA,ECD,0.2860149003971582
AGL<->PDGFRB,AGL,PDGFRB,0.2860061494614567
ARC<->GLA,ARC,GLA,0.28596424612138815
DBP<->STAR,DBP,STAR,0.2859344450583624
PROTHROMBIN<->TG,PROTHROMBIN,TG,0.2859180704288359
CRH<->CS,CRH,CS,0.2859093861932149
HEXA<->TIE,HEXA,TIE,0.285885550641217
AFM<->BHMT,AFM,BHMT,0.28585071722939875
NOG<->TXNIP,NOG,TXNIP,0.2858027758589237
MIA<->SAG,MIA,SAG,0.28579900459004387
HF<->TST,HF,TST,0.28567072752438816
HK<->SCL,HK,SCL,0.2856470586046679
RHO<->SCD,RHO,SCD,0.28560073256298907
MTR<->PDF,MTR,PDF,0.2855944490909654
EPOR<->MVK,EPOR,MVK,0.2855756326222954
MSN<->XB,MSN,XB,0.2854979082364581
EMB<->NANOG,EMB,NANOG,0.2854115773092321
ECD<->IVD,ECD,IVD,0.28535070272857566
HEX<->PIR,HEX,PIR,0.28531958534422036
CEBPD<->CEL,CEBPD,CEL,0.28531219611918684
POLI<->PTEN,POLI,PTEN,0.2852891887847663
CEA<->GAPDH,CEA,GAPDH,0.28522608394571825
BHMT<->MNT,BHMT,MNT,0.2852254382820625
CSK<->GGT,CSK,GGT,0.28521998083673017
PROTHROMBIN<->TPA,PROTHROMBIN,TPA,0.28520904404584213
BMF<->KMO,BMF,KMO,0.28518867686888916
RHD<->SA,RHD,SA,0.2851674542791018
DCC<->XB,DCC,XB,0.2851573256999915
JK<->VIM,JK,VIM,0.2851296982235937
CPM<->SAT,CPM,SAT,0.2850956926875288
SA<->TNC,SA,TNC,0.2850571777722492
DCC<->NUDC,DCC,NUDC,0.2850468664543143
EBP<->FADD,EBP,FADD,0.28502303765267945
CAD<->SCFV,CAD,SCFV,0.28494971959680476
ABO<->ZA,ABO,ZA,0.28491751158159195
MTRR<->XB,MTRR,XB,0.2848760105091944
BHMT<->XIAP,BHMT,XIAP,0.28485760075120836
HDX<->KL,HDX,KL,0.28481505277066316
HEEL<->MTOR,HEEL,MTOR,0.28477783836210685
ENG<->GCA,ENG,GCA,0.28477473853892
BLM<->MIA,BLM,MIA,0.2847507588840258
MPG<->TRA,MPG,TRA,0.2846187871479566
LBR<->MUCIN,LBR,MUCIN,0.2845326071026977
CAMP<->LBR,CAMP,LBR,0.28451871110437177
MTP<->TF,MTP,TF,0.2845125756044367
NET<->TRIO,NET,TRIO,0.2845098650770863
IGHV<->PEMT,IGHV,PEMT,0.28449315775235134
AGT<->TRE,AGT,TRE,0.2844663051684725
MCC<->TCRG,MCC,TCRG,0.2844503031686953
ATIII<->CBP,ATIII,CBP,0.2843809426922275
AE<->END,AE,END,0.28435485141393907
IK<->SRC,IK,SRC,0.2843514634072353
MLN<->STIL,MLN,STIL,0.2843422304288559
HBM<->LAT,HBM,LAT,0.2843143111492469
HRK<->PTP,HRK,PTP,0.2842711823555313
GCG<->GCL,GCG,GCL,0.2841914820205057
EGFR<->RET,EGFR,RET,0.2841880119122144
HRK<->RICTOR,HRK,RICTOR,0.28418598810169243
EPO<->TESMIN,EPO,TESMIN,0.28416560012365066
KIT<->POL,KIT,POL,0.2841605907796239
ITPA<->TRE,ITPA,TRE,0.2841559702431304
SHB<->ZNF,SHB,ZNF,0.28413070660306383
CSK<->EPOR,CSK,EPOR,0.2840643923383008
NRM<->TH,NRM,TH,0.28400474564223693
EPO<->SAG,EPO,SAG,0.2839149176492611
CAMP<->DBP,CAMP,DBP,0.283864420895033
PILOT<->SET,PILOT,SET,0.283853838208525
JK<->POLI,JK,POLI,0.2838368809195677
FLT<->LOX,FLT,LOX,0.28379165750558344
ALB<->EPOR,ALB,EPOR,0.28370126288600006
GAG<->HEEL,GAG,HEEL,0.2836849825139547
CW<->LAT,CW,LAT,0.2836510788822044
CRP<->HR,CRP,HR,0.2836459793112129
NOG<->RARA,NOG,RARA,0.28364105690684865
NFI<->VIM,NFI,VIM,0.2836269827039674
APP<->ZA,APP,ZA,0.28359980957249376
GAG<->NOG,GAG,NOG,0.28352613585407976
GAPDH<->NFI,GAPDH,NFI,0.28352603586276565
ACD<->NGF,ACD,NGF,0.2835236590341076
BF<->IVD,BF,IVD,0.2834014333050876
EPO<->LCT,EPO,LCT,0.2834004998328055
MTHFR<->POLI,MTHFR,POLI,0.2833936673589475
FGA<->MSN,FGA,MSN,0.2833193709365377
LIM<->MTE,LIM,MTE,0.2833180065850036
IVD<->LPL,IVD,LPL,0.2832940205544557
PC<->PDF,PC,PDF,0.28323742211598785
CAMP<->VIP,CAMP,VIP,0.28323406372878446
CEBPD<->MIA,CEBPD,MIA,0.2831498283177031
ECD<->TRO,ECD,TRO,0.2830876640821065
ADC<->CPD,ADC,CPD,0.2830566028154624
NUDC<->TXN,NUDC,TXN,0.28304707973933013
CBL<->ITPA,CBL,ITPA,0.2829936780138354
AE<->FH,AE,FH,0.28296419377069637
AFM<->CLOCK,AFM,CLOCK,0.28288716605575226
MIP<->TXNIP,MIP,TXNIP,0.2828590407912901
SLPI<->VIP,SLPI,VIP,0.2828410245627431
MENT<->PTPA,MENT,PTPA,0.28276002937201794
LBR<->LYN,LBR,LYN,0.2827184761667303
EGFR<->VIM,EGFR,VIM,0.2826715856497795
EGF<->PPL,EGF,PPL,0.28261537911563195
NBC<->TEF,NBC,TEF,0.28260313785906865
SAT<->WASH,SAT,WASH,0.2825974355520204
CNP<->SON,CNP,SON,0.28256751506069866
FADD<->VWF,FADD,VWF,0.28254913251767744
ITPA<->NOG,ITPA,NOG,0.2825480987816847
FYN<->PDCL,FYN,PDCL,0.28253635501545954
HPR<->MNT,HPR,MNT,0.2825134507301556
MAF<->PROLACTIN,MAF,PROLACTIN,0.2825033900567445
BF<->TRO,BF,TRO,0.2824550225966786
ADC<->TNC,ADC,TNC,0.28245432420916144
BLK<->SELL,BLK,SELL,0.2823967916510573
HAT<->PEMT,HAT,PEMT,0.2823875974044018
ATM<->GCG,ATM,GCG,0.2823340463376628
ADC<->MTE,ADC,MTE,0.28233107201240665
CAD<->XG,CAD,XG,0.28227242032338384
CAT<->PNN,CAT,PNN,0.2822654700590573
ABO<->TST,ABO,TST,0.28225933552217625
HCR<->SI,HCR,SI,0.2822243711030211
HCR<->RD,HCR,RD,0.2820999358176258
CAT<->GLA,CAT,GLA,0.2820050651703198
HF<->MTR,HF,MTR,0.2819916516378389
CRP<->END,CRP,END,0.28181842600588686
CP<->SI,CP,SI,0.28176067580706443
DOHH<->TANK,DOHH,TANK,0.2817548808632706
PTH<->SA,PTH,SA,0.2816876797338477
EGFR<->ORF,EGFR,ORF,0.28165358010580765
CP<->TH,CP,TH,0.28162317601369774
AHR<->LIF,AHR,LIF,0.28154578080284837
ABO<->MLN,ABO,MLN,0.28148284813436814
MUCIN<->PTH,MUCIN,PTH,0.281472784958582
HP<->RAN,HP,RAN,0.2814695992221221
PFP<->PRL,PFP,PRL,0.2813545872138843
CEA<->GPCR,CEA,GPCR,0.28133060396700565
HRG<->IMPACT,HRG,IMPACT,0.28131344244266904
HLAC<->NUDC,HLAC,NUDC,0.2812270487883261
DBP<->PFP,DBP,PFP,0.2812047888111187
NGF<->UBC,NGF,UBC,0.2811966652188258
MIF<->MPO,MIF,MPO,0.2811806414975381
FGA<->SDHD,FGA,SDHD,0.2810984770912429
APP<->XG,APP,XG,0.2810896615510116
ALB<->MYB,ALB,MYB,0.28107243242631724
ATM<->GALT,ATM,GALT,0.28102993922599195
MMD<->PIR,MMD,PIR,0.2810231543936472
DAP<->STAR,DAP,STAR,0.28095952893759774
ADC<->RHD,ADC,RHD,0.2809405270717944
CROP<->DOHH,CROP,DOHH,0.2809297157820345
ISCU<->PDGFRB,ISCU,PDGFRB,0.2809274726633287
MPI<->NET,MPI,NET,0.28092204015542915
PTP<->TXN,PTP,TXN,0.28090996383125566
GEM<->HDX,GEM,HDX,0.2808630072797268
MTP<->PRKDC,MTP,PRKDC,0.2808200941445222
ABAT<->MVK,ABAT,MVK,0.28081999502574445
SYK<->TSLP,SYK,TSLP,0.28080093458625127
BHMT<->LCK,BHMT,LCK,0.2807530921702168
AGL<->BLM,AGL,BLM,0.28072826127484257
DAP<->TEC,DAP,TEC,0.28071643662913226
PRL<->SSB,PRL,SSB,0.28069686275201844
EPOR<->SHB,EPOR,SHB,0.2806626010897474
PAM<->STIL,PAM,STIL,0.280559265581764
CS<->SI,CS,SI,0.2805265605966014
HEX<->NLN,HEX,NLN,0.28052185335946334
ENG<->NFI,ENG,NFI,0.28049244599387435
FYN<->PTER,FYN,PTER,0.28046313909626724
HEX<->HRK,HEX,HRK,0.2804607861844467
GCG<->IVL,GCG,IVL,0.2803887525348684
CROP<->UBC,CROP,UBC,0.2803737537087596
GDA<->RICTOR,GDA,RICTOR,0.2803701235058861
ASPA<->SAT,ASPA,SAT,0.2803512291184689
HBM<->UBC,HBM,UBC,0.2801980800827171
MALL<->PIR,MALL,PIR,0.28016755082207556
SST<->VEGF,SST,VEGF,0.280085051997301
CAT<->SCFV,CAT,SCFV,0.2800845329529886
LTA<->PAM,LTA,PAM,0.2800622527929582
LBR<->MAL,LBR,MAL,0.28001542712377014
KIT<->RET,KIT,RET,0.2800136891087597
MENT<->MTRR,MENT,MTRR,0.28000866995580864
TPMT<->TST,TPMT,TST,0.27998031971703996
LCK<->PROLACTIN,LCK,PROLACTIN,0.27995294081495964
MCC<->STIL,MCC,STIL,0.27994211541142283
CAT<->PTC,CAT,PTC,0.27993989761754084
CPM<->SI,CPM,SI,0.279888918278336
HAL<->PGF,HAL,PGF,0.27986422623577106
EPOR<->FER,EPOR,FER,0.27986339255182024
HPR<->TNF,HPR,TNF,0.2798500397923765
CLOCK<->LCK,CLOCK,LCK,0.27979749380129937
LCT<->TXN,LCT,TXN,0.2797730352288663
CRK<->PTP,CRK,PTP,0.27976623835917797
EBP<->TEC,EBP,TEC,0.2797121859163997
PDC<->PDCL,PDC,PDCL,0.27970776658054275
CP<->PURG,CP,PURG,0.27965853563838655
MCC<->NGF,MCC,NGF,0.27962637445065386
IVL<->KY,IVL,KY,0.2795873993550118
DIVA<->NUDC,DIVA,NUDC,0.27958115946286083
UBC<->VWF,UBC,VWF,0.2795222953794793
CAT<->CNST,CAT,CNST,0.2794233795171352
APC<->LBR,APC,LBR,0.2793888207524141
ALB<->VWF,ALB,VWF,0.2793472385943196
GAA<->NOG,GAA,NOG,0.2793439102410999
BAK<->TAT,BAK,TAT,0.279303858550042
GCL<->IGHV,GCL,IGHV,0.2793006230182304
ADC<->KMO,ADC,KMO,0.27929526987575415
NOG<->TPA,NOG,TPA,0.27925649452640133
ATIII<->HTA,ATIII,HTA,0.279226440066068
ENG<->HAT,ENG,HAT,0.2791934563249756
KY<->TEF,KY,TEF,0.279192151881513
HF<->REST,HF,REST,0.2791816816209047
DOHH<->VWF,DOHH,VWF,0.2791724036102474
CBFB<->GSA,CBFB,GSA,0.2791611956529056
HRG<->SI,HRG,SI,0.27915707980132143
HTA<->TIE,HTA,TIE,0.27914732710287266
JK<->VH,JK,VH,0.27912868860490725
KERATIN<->PRKDC,KERATIN,PRKDC,0.27908017465890594
ATM<->MTHFR,ATM,MTHFR,0.27906121391353267
GEM<->GPI,GEM,GPI,0.27904185154515104
MIP<->PTH,MIP,PTH,0.27903639041402095
LEP<->SI,LEP,SI,0.2790201748039683
AGT<->FYN,AGT,FYN,0.27897086920066305
KMO<->PC,KMO,PC,0.2789704638236583
ENG<->TYR,ENG,TYR,0.27895389862538383
GCG<->MAL,GCG,MAL,0.2789453449180464
GRN<->MMD,GRN,MMD,0.2789357552436152
AHR<->PDF,AHR,PDF,0.2789137272109323
FEV<->SPIN,FEV,SPIN,0.2788402150501651
KY<->LPL,KY,LPL,0.2788088672336193
FYN<->GALT,FYN,GALT,0.2788038699511098
AR<->HCR,AR,HCR,0.27879039860213173
CF<->REL,CF,REL,0.2787665275164483
HBM<->MTAP,HBM,MTAP,0.2787576036960835
KIT<->PDC,KIT,PDC,0.2787056352461483
DAP<->LBR,DAP,LBR,0.27862750102093614
AVP<->ZA,AVP,ZA,0.2785631969973438
KL<->MVK,KL,MVK,0.2785307474573316
MPI<->VIT,MPI,VIT,0.27838321006856337
DAP<->PFP,DAP,PFP,0.2783830786261189
DOHH<->HBM,DOHH,HBM,0.27836551309780944
HEX<->XK,HEX,XK,0.27836156198095185
LPL<->TPMT,LPL,TPMT,0.27832964652651576
CAMP<->STIL,CAMP,STIL,0.2782286561532238
CAT<->TPR,CAT,TPR,0.2782251182917687
MTOR<->NGF,MTOR,NGF,0.27821800706675925
MAF<->MTR,MAF,MTR,0.27821780037202254
HF<->TNC,HF,TNC,0.27821628493180983
GCA<->IVD,GCA,IVD,0.27818381126655845
LBR<->PROLACTIN,LBR,PROLACTIN,0.27814850043834877
IMPDH<->SA,IMPDH,SA,0.27810810237526423
CP<->PC,CP,PC,0.2780201103849834
AR<->PILOT,AR,PILOT,0.2779884190447517
PRL<->TNC,PRL,TNC,0.27795860207877815
EPOR<->SST,EPOR,SST,0.2779305887823737
NRM<->WHITE,NRM,WHITE,0.2778713476301948
BHMT<->COIL,BHMT,COIL,0.2778540258780176
ITPA<->STIL,ITPA,STIL,0.27782925850708684
GGT<->MAG,GGT,MAG,0.2777389489164534
ABO<->MVK,ABO,MVK,0.2776492063398702
GCG<->MUCIN,GCG,MUCIN,0.27762625308014627
IVL<->MVK,IVL,MVK,0.2776131236283543
REL<->SRR,REL,SRR,0.2775791588102523
MIF<->MVD,MIF,MVD,0.2775673560313182
CAT<->SSB,CAT,SSB,0.2775528798132008
SCFV<->ZNF,SCFV,ZNF,0.2775462386906962
ATF<->ELL,ATF,ELL,0.2775017430105258
ENG<->STIL,ENG,STIL,0.2774638002060056
PDCL<->RET,PDCL,RET,0.2774402299664042
MSN<->TESMIN,MSN,TESMIN,0.2774313068211118
EBP<->FER,EBP,FER,0.2774169241831971
PBR<->STIL,PBR,STIL,0.27736377007555824
CRP<->SI,CRP,SI,0.27735158272307936
FER<->TCRG,FER,TCRG,0.27731037883955645
GGT<->TXNIP,GGT,TXNIP,0.27727171549358887
COPE<->SET,COPE,SET,0.2772365911959149
MAX<->TAT,MAX,TAT,0.27707940750182647
LPL<->NUMB,LPL,NUMB,0.2770459478338354
AGL<->MSN,AGL,MSN,0.27699353525049975
CAT<->LU,CAT,LU,0.2769809638392876
SHB<->VIM,SHB,VIM,0.27695419197120347
PAP<->PK,PAP,PK,0.27695376340085653
GPI<->LPL,GPI,LPL,0.27693405521578446
LOX<->ORF,LOX,ORF,0.27690262271577704
CS<->PC,CS,PC,0.2768675475088068
BID<->GGT,BID,GGT,0.2768654266227703
DHFR<->HDX,DHFR,HDX,0.276858233122338
BAD<->IK,BAD,IK,0.2768341966733658
ABO<->LPL,ABO,LPL,0.2767826439182306
CLOCK<->GCA,CLOCK,GCA,0.27676912836199746
ACD<->HEEL,ACD,HEEL,0.2767297630717387
BAK<->XIAP,BAK,XIAP,0.27662359510894546
NGF<->TXNIP,NGF,TXNIP,0.2766100414099758
ATIII<->LCT,ATIII,LCT,0.2765448116659799
DBT<->MMD,DBT,MMD,0.2765421724810884
CCK<->CELL,CCK,CELL,0.27651591084942406
HK<->PRO,HK,PRO,0.276493426195255
GAPDH<->STAR,GAPDH,STAR,0.2764385802400924
GCA<->TRE,GCA,TRE,0.27642715864183065
BID<->IMPDH,BID,IMPDH,0.27642039669125273
GPI<->TANK,GPI,TANK,0.2763888126978513
CLOCK<->NFI,CLOCK,NFI,0.2762634362617809
HTA<->SYK,HTA,SYK,0.27621053442164645
EED<->TIE,EED,TIE,0.27617644117203627
ATM<->CAD,ATM,CAD,0.27617556277413524
CPD<->ITPA,CPD,ITPA,0.2761340394390224
MTHFR<->SSB,MTHFR,SSB,0.27601249699069824
RAN<->XG,RAN,XG,0.2759464278144101
MTF<->SCFV,MTF,SCFV,0.2759265054210923
ADC<->GLA,ADC,GLA,0.27592184499121525
AGL<->NLN,AGL,NLN,0.27591524701397935
MMD<->NCSTN,MMD,NCSTN,0.2758929188361812
CSK<->VIP,CSK,VIP,0.2757917249227674
COMP<->NBC,COMP,NBC,0.2757911151106231
MTP<->VWF,MTP,VWF,0.2757713328912398
ACD<->ADC,ACD,ADC,0.27574618687138525
COIL<->ORF,COIL,ORF,0.27567131296700176
LIF<->MIF,LIF,MIF,0.27566665882859454
PEMT<->TRH,PEMT,TRH,0.27551509588143513
CEA<->IGHD,CEA,IGHD,0.27549936464612956
ECD<->FYN,ECD,FYN,0.2754402742609855
HLAC<->KL,HLAC,KL,0.27539325650610186
GLA<->MTAP,GLA,MTAP,0.2753152524153464
CLOCK<->FER,CLOCK,FER,0.27531132898146193
PFP<->RARA,PFP,RARA,0.2752477094458235
HEEL<->MNT,HEEL,MNT,0.2752345829307235
AE<->HRG,AE,HRG,0.2752343601968818
HLAC<->SLPI,HLAC,SLPI,0.27522546546943716
ECD<->RARA,ECD,RARA,0.27521220660434687
CLOCK<->TEC,CLOCK,TEC,0.2751874892612565
EBP<->MUCIN,EBP,MUCIN,0.27516548513952593
LBP<->RELA,LBP,RELA,0.27515431825276443
ARC<->DAP,ARC,DAP,0.27511827439210856
GEM<->HLAC,GEM,HLAC,0.27508354242051664
ARNTL<->TNR,ARNTL,TNR,0.2750595031683899
RET<->TTL,RET,TTL,0.2750565655553706
GPCR<->LOX,GPCR,LOX,0.2750559522769924
ITPA<->TTL,ITPA,TTL,0.2750485151658436
KERATIN<->VWF,KERATIN,VWF,0.27495551193584916
FYN<->NGF,FYN,NGF,0.2748379914722323
ECD<->ITPA,ECD,ITPA,0.27481888871377785
EBP<->LYN,EBP,LYN,0.27481534843799077
CBL<->GGT,CBL,GGT,0.27477443658646955
